,age,bmi,children,charges,sex_female,sex_male,smoker_no,smoker_yes,region_northeast,region_northwest,region_southeast,region_southwest
541,-1.3560846256185284,0.17255741726946397,2,-0.8469399288454975,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
542,1.697194208037973,0.9015933556649854,0,0.05758074088318203,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
543,1.058135847505217,2.6975111551271245,0,4.223509476663,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
544,1.058135847505217,-0.0828476343192108,0,-0.2477203510559653,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
545,0.703103424987019,-0.7892527453587742,2,0.8860389320306296,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
547,1.058135847505217,2.58274053067905,2,-0.1385746357590649,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
548,-1.0010522031003306,-0.3439103927468758,0,-0.8338087521113342,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
550,1.697194208037973,0.012525138109471635,0,0.016104117869268516,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
551,-0.5040068115748536,-0.28975805585940345,0,-0.7703966372858241,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
552,1.6261877235343334,-1.506973270076317,0,-0.020094110152303488,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
555,-0.7880327495894119,-1.1190162296884558,2,-0.7808567769552635,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
556,0.49008397147610033,0.4392778825361181,1,-0.40613820164201686,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
557,-0.3619938425675745,0.5637474329938906,0,-0.7735488422618845,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
558,-0.29098735806393494,0.5467743124769211,3,2.2369707677787796,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
559,-1.427091110122168,0.7771238052072141,0,-0.9646906623112539,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
560,0.49008397147610033,-1.7413639819773161,2,-0.3343792134302764,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
561,1.058135847505217,0.3164248197466291,0,-0.1898927378787864,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
562,-0.8590392340930515,-0.03596949193901108,0,-0.8939051589907819,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
563,0.7741099094906586,2.270758410700479,1,-0.34566258863286264,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
564,-1.4980975946258075,0.22590151032279457,2,-0.8682467008776404,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
565,-1.427091110122168,-0.0367777357731523,0,-0.9244369835545013,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
566,-0.07796790455301622,1.5910253461875798,1,-0.5699111085501233,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
567,0.13505154895790247,-0.021421102924466327,2,-0.49615473755766354,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
568,0.703103424987019,0.1903387816205742,5,-0.137365107965348,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
570,-0.5750132960784932,-0.2622777654985963,0,-0.7880708506883886,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
571,-1.4980975946258075,1.0616256348249784,1,-0.9168360705465795,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
572,-0.6460197805821327,2.0040379454338235,2,-0.7051965417364865,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
573,1.6261877235343334,0.99211666508882,1,1.5385108592571783,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
574,1.2711553010161356,0.5774875781742942,2,0.0021989368823835853,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
575,1.3421617855197752,-0.5742598854771678,0,-0.08141145696197365,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
576,-1.2140716566112493,-0.6276039785304989,0,-0.96313982269401,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
577,-0.5750132960784932,1.19175289212174,1,3.789292629055815,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
580,1.4131682700234147,-0.8506792767535187,1,-0.023695685227958892,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
581,-1.427091110122168,-0.021421102924466327,0,-0.9652641169510618,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
582,-0.006961420049376656,2.3774465968071397,2,-0.5713547793113782,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
584,-1.427091110122168,-1.6201274068561096,0,-0.9983979044623896,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
585,-0.43300032707121405,-0.3964462419660652,1,-0.7030280687731671,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
586,-1.2850781411148888,-1.6952940834312575,3,-0.7797263657917599,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
587,-0.3619938425675745,-0.0828476343192108,1,2.56772230627599,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
588,1.5551812390306938,0.838550336601958,0,0.0365715445904972,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
590,1.3421617855197752,-0.2784426421814241,0,-0.11318474075294797,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
591,0.5610904559797399,-1.8027905133720605,1,-0.3983313732709395,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
592,-1.3560846256185284,0.06586923116280223,2,-0.8878547056131215,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
593,-1.2850781411148888,-1.4342313250035927,1,0.18050448350112996,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
594,0.13505154895790247,1.541722472304956,0,-0.625396970524475,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
595,0.49008397147610033,0.48534778108217713,1,-0.36526695635008666,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
596,0.20605803346154206,-0.20085123410385186,2,-0.46412007283119433,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
597,-0.3619938425675745,0.4085646168387461,1,-0.6349441559761865,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
598,0.2770645179651816,0.3034929184003674,2,-0.48072326578284935,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
599,0.9161228784979377,1.099613095029623,2,1.6931756519132493,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
600,-1.4980975946258075,1.363908828793853,0,-0.9658085172016245,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
601,0.8451163939942982,0.14750185841108168,0,-0.3360246698060572,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
602,1.200148816512496,-0.8765430794460428,0,-0.1776494905053886,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
603,1.7682006925416125,1.3461274644427428,3,0.2411372942017925,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
604,-1.427091110122168,-0.3899802912929343,0,0.35670815509476717,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
605,0.8451163939942982,0.5459660686427804,0,-0.3268860789277869,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
606,-0.8590392340930515,-0.8967491752995772,0,-0.8049967026959999,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
607,1.4131682700234147,-1.1424553008785556,0,1.0423378374071464,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
609,-0.6460197805821327,1.1440665059073984,2,2.1750050003261236,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
611,-0.07796790455301622,0.6591202054225724,2,-0.5533765262149792,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
612,-1.4980975946258075,0.39320798399006013,0,-0.9178171593531704,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
614,-1.3560846256185284,0.3681524251316773,0,-0.9451785145116031,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
616,1.200148816512496,-0.3439103927468758,0,-0.1285785520597253,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
617,0.703103424987019,-0.8280484493975601,2,0.8442241957649281,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
618,-1.427091110122168,0.3859337894827875,0,1.7740071516846452,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
619,1.1291423320088565,1.0309123691276065,0,-0.2074547507296103,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
620,-0.6460197805821327,0.1095143982064365,1,-0.796584730441082,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
621,-0.1489743890566558,0.5459660686427804,4,2.2535749503668603,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
622,0.703103424987019,-1.5231381467591443,1,-0.3353536921336517,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
623,-1.4980975946258075,0.45463451538480404,0,1.788871302895219,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
624,1.4131682700234147,-0.3131971270495033,0,-0.0892019542441841,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
625,-0.7170262650857724,-0.7585394796614017,0,-0.7901442684466531,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
626,-0.21998087356029536,-0.2978404942008173,3,-0.5385906732011183,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
627,-0.43300032707121405,1.8973497593271622,1,-0.1562549815669248,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
628,1.3421617855197752,1.1763962592730541,0,-0.15297814670669688,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
629,0.34807100246882117,1.3299625877599162,0,2.4875143534502744,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
630,0.9871293630015773,0.8692636022993311,1,-0.25988443586665766,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
631,-1.0720586876039702,-0.2299480121329414,0,-0.9370154754867563,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
632,-0.7170262650857724,0.7771238052072141,0,-0.8210271884547679,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
633,0.06404506445426292,-1.2960216293654176,2,-0.5031166961917026,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
635,1.7682006925416125,1.207109524970426,0,0.1013191716848476,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
636,-1.427091110122168,-1.00424560524038,1,-0.8759422222927373,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
637,-0.29098735806393494,1.19175289212174,2,0.9785557956505181,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
639,1.200148816512496,0.4748406112383385,4,-0.0207590957222994,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
640,-0.43300032707121405,1.8876508333174653,5,-0.5454678696840676,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
642,1.5551812390306938,0.5160610467795491,0,-0.00449820423059718,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
643,-1.1430651721076097,0.6849840081150971,3,-0.7291662374849338,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
644,0.2770645179651816,0.7415610765049937,2,0.46837936158548527,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
645,0.6320969404833795,0.009292162772906197,3,-0.2552669509795372,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
646,-0.006961420049376656,-0.7278262139640298,1,-0.5907885579277368,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
647,0.06404506445426292,-1.1885251994246142,3,-0.41301181539056375,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
648,-1.4980975946258075,-0.3592670255955618,0,-0.9591956914418535,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
649,1.3421617855197752,0.3624947182926882,0,-0.06403602607071152,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
650,0.703103424987019,1.9329124880293826,2,-0.283682293985584,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
651,0.9871293630015773,1.4350342861982948,1,-0.21863998072311172,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
652,0.6320969404833795,0.06586923116280223,0,-0.41064517295256975,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
653,0.4190774869724608,0.9015933556649854,2,-0.39002488289683734,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
655,0.9161228784979377,-0.8765430794460428,2,0.9578755461544228,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
658,0.6320969404833795,0.838550336601958,1,1.1019232904066796,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
659,1.2711553010161356,-0.3131971270495033,4,0.09993836162719906,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
660,-0.1489743890566558,2.555260240318243,3,-0.5647277228303443,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
663,-1.4980975946258075,0.4748406112383385,0,-1.007285140215538,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
664,1.7682006925416125,-1.2499517308193593,0,1.155844178918327,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
665,0.2770645179651816,1.1860951852827508,2,2.452185744427749,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
666,0.703103424987019,-0.3269372722299068,1,-0.37533283238369464,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
670,-0.6460197805821327,0.1369946885672436,3,-0.6981859489444229,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
671,-0.7170262650857724,0.07071869416765067,0,-0.7728460333722882,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
672,-0.21998087356029536,-0.16528850540163148,0,-0.7347524970950172,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
673,0.13505154895790247,0.048087866811692026,0,-0.58563142471517,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
674,0.34807100246882117,2.128507495891596,2,2.7562216550951892,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
675,0.4190774869724608,-1.5110144892470236,0,-0.4989889268351751,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
676,1.1291423320088565,1.630629294060508,3,-0.05945550848856172,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
677,1.4841747545270543,0.1014319598650232,3,2.7503374021775358,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
678,1.200148816512496,0.8692636022993311,3,-0.06966537453428989,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
679,0.703103424987019,-1.2192384651219867,2,-0.25396021332930685,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
680,-1.2850781411148888,-2.1535683373894186,1,-0.8862847914845137,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
681,-1.427091110122168,-1.6847869135874196,0,-0.9984443380364632,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
682,-0.006961420049376656,0.7399445888367101,2,2.2470311569673935,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
683,0.9871293630015773,-1.0349588709377526,0,-0.27845571084460086,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
684,-0.43300032707121405,-1.9757546938783153,1,-0.7041622088199125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
685,0.9871293630015773,-0.6971129482666573,2,-0.1631313237055166,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
687,0.06404506445426292,1.7728802088693898,0,-0.6479803317891495,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
688,0.5610904559797399,-1.070521599639973,1,1.0889218629417392,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
689,-0.8590392340930515,0.06586923116280223,1,1.8046242311298268,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
690,-1.2850781411148888,-0.5435466197797958,0,-0.9264678385950924,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
691,0.5610904559797399,0.8854284789821588,1,-0.4283866148211939,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
692,-1.3560846256185284,0.2703549212005712,1,-0.9049116656565925,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
693,-1.0720586876039702,-1.1424553008785556,0,-0.9056850519085082,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
694,-0.8590392340930515,0.6591202054225724,1,-0.80337831308525,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
695,-0.930045718596691,1.529598814792836,0,-0.834842391864842,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
696,0.9871293630015773,0.2549982883518841,2,1.33527889735842,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
697,0.13505154895790247,0.8126865339094345,1,2.2612080537005497,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
698,1.200148816512496,0.48534778108217713,0,-0.1855239273295077,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
699,-1.1430651721076097,1.3816901931449643,2,-0.8098411567304913,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
700,-1.2850781411148888,0.6704356191005518,0,-0.9334463287506923,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
701,0.7741099094906586,2.266717191529771,0,-0.3053284110954455,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
702,0.9871293630015773,1.7373174801671694,0,-0.3084505887485598,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
703,-0.3619938425675745,-0.6971129482666573,1,-0.6524408945797157,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
704,0.5610904559797399,-0.19034406426001377,1,-0.35633527464707865,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
705,-0.43300032707121405,0.35198754844884955,2,-0.6533010765394274,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
706,0.8451163939942982,1.1860951852827508,0,2.605848805380036,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
707,0.703103424987019,-0.32855375989818925,3,-0.24496922860300813,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
709,-0.21998087356029536,-0.4821200883850513,0,-0.6454534183583418,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
710,-1.4980975946258075,0.7237797121538835,1,-0.9579168473415163,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
713,-1.3560846256185284,1.575668713338894,0,-0.9364610870069504,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
714,-1.0720586876039702,-1.3129947498823862,0,-0.8969550764820847,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
715,1.4841747545270543,-0.29460751886425185,0,-0.08775242082663424,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
716,0.703103424987019,-1.3113782622141037,1,-0.3032159047862005,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
718,0.8451163939942982,0.9614033993914481,2,-0.19622297859432633,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
719,1.3421617855197752,0.4392778825361181,0,-0.08068361068837147,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
720,0.8451163939942982,1.606381979036266,0,-0.2774361264337487,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
721,0.9871293630015773,0.9500879857134688,3,-0.1614473466713879,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
723,-1.427091110122168,0.756109465519538,0,-0.9966914706151884,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
724,0.7741099094906586,-0.5896165183258543,1,-0.25819009061630377,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
727,-0.7170262650857724,-1.4495879578522792,1,0.2889563550958024,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
728,-1.4980975946258075,1.544955447641522,0,-0.9169900613149862,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
729,0.13505154895790247,0.8660306269627651,1,-0.5358545163893014,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
730,-0.29098735806393494,-1.018793994254925,3,0.514800686715988,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
731,0.9871293630015773,-1.506973270076317,1,-0.26159086971385886,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
732,-1.0720586876039702,-0.10062899867032099,3,-0.7485158761266898,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
733,0.6320969404833795,-0.5589032526284817,1,-0.31321587186898325,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
734,1.4131682700234147,0.2226685349862297,3,0.06760387882050924,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
735,0.703103424987019,0.6542707424177252,1,-0.301804324134366,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
736,-0.1489743890566558,1.2394392783360815,0,2.2733487296428736,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
737,-0.930045718596691,-1.1351811063712836,2,-0.8112008670714318,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
738,-1.1430651721076097,0.16285849125976767,3,1.9200930049707376,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
739,-0.7170262650857724,0.7722743422023657,2,2.6213029569492945,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
740,0.4190774869724608,-1.0810287694838112,2,-0.38359837185303614,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
741,-0.8590392340930515,-0.254195327157183,0,0.42164096529550366,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
742,0.9871293630015773,0.5467743124769211,0,2.510143158652597,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
743,-0.5750132960784932,-0.6631667072327193,0,-0.7883587388476442,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
745,0.7741099094906586,-0.09820426716789735,1,-0.27453991994021726,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
746,-0.3619938425675745,-0.6017401758379748,2,-0.12191969442640462,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
748,0.5610904559797399,0.8530987256165034,1,-0.38757167023782796,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
749,-0.7880327495894119,0.02464879562159217,0,-0.8464288129491557,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
750,-0.1489743890566558,-0.6987294359349403,0,0.5296029919134683,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
751,-1.2850781411148888,-0.28248386135213077,0,-0.942983087526643,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
753,1.3421617855197752,-1.2855144595215795,0,-0.11390794366914267,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
755,-0.5750132960784932,-0.49747672123373726,2,-0.682010425077573,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
756,-0.006961420049376656,-1.2806649965167312,3,-0.43526563190111234,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
759,-1.4980975946258075,1.203876549633861,0,1.9300057880073802,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
760,-1.2140716566112493,0.6235574767203521,2,-0.7743356825583744,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
761,-1.1430651721076097,0.7237797121538835,1,-0.9003413033309309,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
762,-0.43300032707121405,-0.585575299155147,1,0.4879825584417229,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
763,-0.8590392340930515,-0.7585394796614017,0,-0.8457356123018206,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
764,0.4190774869724608,-0.8967491752995772,2,-0.34262787479652385,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
765,1.2711553010161356,0.17821512410845364,0,-0.11316956215207039,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
766,0.5610904559797399,0.2549982883518841,1,-0.4288393421684106,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
767,0.20605803346154206,-0.2784426421814241,1,-0.5133653167339215,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
769,-0.07796790455301622,-1.8181471462207466,2,-0.5231697951293098,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
770,1.5551812390306938,0.8692636022993311,3,1.231288170644262,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
771,0.9871293630015773,-0.6502348058864575,2,-0.1709479398731432,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
772,0.34807100246882117,0.930690133694075,0,-0.03344863822371396,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
773,-1.427091110122168,-0.2978404942008173,0,0.38005207491895154,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
774,0.13505154895790247,0.5621309453256081,2,-0.4957356745516502,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
775,0.8451163939942982,0.4214965181850079,3,-0.22024505408676434,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
776,0.06404506445426292,0.2549982883518841,2,-0.5187055953204867,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
777,0.4190774869724608,1.468172283398091,0,-0.4801467754228661,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
778,-0.29098735806393494,0.5815287973450008,3,-0.6065884166424712,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
779,0.9871293630015773,-0.2978404942008173,0,-0.27792636810016286,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
780,-0.6460197805821327,-1.022026969591491,3,0.4227033003296799,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
781,-1.4980975946258075,1.6839733871138387,0,-1.0064168323803635,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
782,0.8451163939942982,0.8482492626116549,1,-0.31831763972555716,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
784,-0.5750132960784932,-0.23641396280607227,1,-0.7388627536449202,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
785,-0.29098735806393494,-0.48858603905818215,3,-0.566518730922985,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
786,1.4841747545270543,1.007473297937506,0,-0.038128922849496164,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
788,-0.7170262650857724,-1.3267348950627897,3,-0.6671191695208378,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
789,1.6261877235343334,-0.12972577669941052,0,0.021733086345864985,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
790,-0.006961420049376656,1.7906615732205,0,-0.6293170498533703,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
791,-1.427091110122168,-0.5047509157410094,0,-0.9975969253096217,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
793,0.9871293630015773,-1.5877976534904548,0,0.6679495709976707,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
794,-0.006961420049376656,0.19357175695714018,2,-0.5000991945129476,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
797,-0.6460197805821327,-1.265308363668045,1,-0.7080454210601843,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
799,-0.43300032707121405,-0.9581757066943217,0,0.39308194127773977,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
800,0.20605803346154206,-0.7342921646371606,1,-0.5136926734311397,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
802,-1.2850781411148888,-1.361489379930869,1,-0.926554141572516,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
